user_id,age,income,credit_score,num_late_payments,avg_days_overdue,bill_frequency,spending_ratio,savings_balance,loan_repayment_status,marital_status,social_media_sentiment,total_debt,debt_to_income_ratio,on_time_payment
682,66,2435,625,10,19,4,0.29,1633,1,Single,Neutral,2297,0.2,1
683,52,1571,843,10,24,1,0.1,4920,1,Married,Negative,9616,0.36,1
684,65,3382,608,0,16,5,0.14,2926,1,Married,Neutral,1284,0.65,0
685,53,6084,687,0,12,3,0.98,1352,1,Married,Neutral,6191,0.82,1
686,35,1277,648,3,17,1,0.32,4376,0,Single,Neutral,3696,0.91,1
687,66,8059,741,5,1,3,0.7,1298,1,Married,Negative,9032,0.66,1
688,56,2887,792,7,12,5,0.86,4868,0,Married,Positive,1062,0.11,1
689,49,2265,598,5,12,4,0.6,3967,1,Single,Negative,5246,0.27,0
690,41,8491,581,11,21,2,0.24,4423,1,Divorced,Negative,3499,0.19,1
691,40,2040,826,8,14,2,0.76,2258,0,Married,Neutral,1693,0.43,1
692,49,9073,569,8,19,4,0.64,4647,1,Divorced,Neutral,568,0.55,0
693,54,3752,703,1,28,1,0.76,2073,1,Married,Neutral,6179,0.14,1
694,29,9213,617,9,26,1,0.79,701,0,Single,Positive,2928,0.41,1
695,66,5569,763,0,9,3,0.98,1919,1,Divorced,Positive,6700,0.26,1
696,72,7353,692,1,28,4,0.62,2460,0,Divorced,Positive,5896,0.68,1
697,30,3353,781,4,2,1,0.41,4262,0,Divorced,Negative,7493,0.52,1
698,40,8437,762,3,18,4,0.68,4264,0,Divorced,Neutral,4098,0.55,1
699,42,5799,628,3,2,5,0.16,4324,0,Married,Negative,9535,0.48,1
700,52,1686,763,8,21,2,0.91,366,1,Married,Positive,1073,0.96,1
701,58,9476,665,10,13,2,0.21,527,1,Divorced,Neutral,4714,0.29,1
702,47,5811,641,7,7,2,0.4,4886,1,Married,Positive,8136,0.56,1
703,34,9954,819,5,26,4,0.83,3718,0,Divorced,Neutral,1978,0.76,1
704,66,6346,717,0,22,4,0.64,3609,1,Divorced,Neutral,6627,0.6,1
705,37,6043,607,1,29,3,0.45,3935,1,Single,Negative,9660,0.94,0
706,65,3428,833,5,3,2,0.53,4619,1,Divorced,Negative,7176,0.44,1
707,42,6126,575,10,26,3,0.87,2153,1,Married,Positive,2696,0.52,0
708,39,9220,615,1,27,2,0.41,1908,0,Divorced,Negative,8666,0.18,1
709,30,8813,797,12,19,3,0.88,3012,0,Single,Negative,9346,0.65,1
710,36,4356,803,9,10,3,0.18,4228,1,Married,Negative,6550,0.36,1
711,66,9707,593,4,25,5,0.8,3022,0,Single,Neutral,5150,0.24,0
712,53,8266,646,4,30,3,0.86,3483,1,Single,Negative,8984,0.59,1
713,29,7540,591,5,10,4,0.26,2720,1,Divorced,Positive,5026,0.58,0
714,58,1038,776,5,26,3,0.49,1770,1,Single,Neutral,4912,0.17,1
715,36,4342,811,5,29,2,0.25,4113,0,Single,Neutral,5943,0.73,1
716,29,3844,716,1,10,3,0.74,1777,1,Married,Negative,9287,0.66,1
717,26,2098,828,9,1,1,0.58,4212,0,Single,Neutral,3093,0.27,1
718,24,8027,638,12,29,2,0.67,797,0,Divorced,Positive,9607,0.52,1
719,45,2823,727,2,16,1,0.28,3215,1,Divorced,Positive,7352,0.75,1
720,31,4155,746,5,8,2,0.29,3788,0,Divorced,Neutral,7129,0.58,1
721,48,4093,816,12,27,4,0.14,2976,0,Single,Negative,4369,0.46,1
722,69,6658,817,7,30,4,0.39,3737,1,Married,Negative,8471,0.39,1
723,36,4778,623,11,27,4,0.6,1711,0,Divorced,Neutral,9667,0.65,1
724,75,3896,557,12,1,1,0.87,752,0,Single,Positive,9767,0.95,0
725,64,1988,846,10,28,5,0.7,2469,1,Divorced,Neutral,8322,0.7,1
726,33,5116,713,11,23,2,0.49,3969,1,Divorced,Negative,3489,0.17,1
727,70,7446,634,0,14,4,0.96,1392,0,Married,Negative,7562,0.51,1
728,22,5179,621,0,15,2,0.75,2605,1,Divorced,Neutral,5840,0.9,0
729,52,2682,604,10,24,1,0.94,677,1,Married,Positive,4323,0.19,1
730,29,6626,596,12,3,5,0.57,105,0,Single,Neutral,4432,0.99,1
731,42,8424,787,1,7,1,0.33,3287,0,Divorced,Positive,9054,0.95,1
732,69,1933,653,10,8,2,0.15,4753,1,Single,Positive,2929,0.17,1
733,38,4598,759,11,25,5,0.75,1946,0,Single,Neutral,7944,0.94,1
734,53,2980,591,11,25,5,0.21,1095,1,Single,Neutral,7647,0.43,1
735,70,4056,817,5,4,1,0.37,1782,1,Divorced,Positive,8131,0.86,1
736,40,9984,812,8,15,4,0.58,4541,0,Married,Positive,4098,0.48,1
737,33,1791,808,3,12,2,0.61,3257,0,Divorced,Positive,4829,0.5,1
738,74,6390,832,2,29,3,0.64,1997,1,Single,Positive,7218,0.67,1
739,56,7635,663,11,6,3,0.25,4869,1,Married,Negative,8718,0.8,1
740,62,3255,589,7,25,1,0.44,1561,1,Single,Neutral,592,0.13,0
741,70,4610,769,10,19,2,0.66,4006,1,Married,Positive,9000,0.63,1
742,59,2607,678,9,16,2,0.97,1675,0,Divorced,Neutral,551,0.27,1
743,75,6179,557,8,2,1,0.75,1122,1,Married,Positive,818,0.41,0
744,56,7573,650,11,4,2,0.93,3981,0,Divorced,Neutral,6188,0.41,1
745,31,1984,725,10,18,4,0.79,1301,0,Single,Neutral,7518,0.52,1
746,48,6776,656,4,11,1,0.63,943,1,Married,Positive,7710,0.4,1
747,75,4676,650,8,28,4,0.27,4550,0,Single,Positive,4456,0.2,1
748,22,4380,809,1,26,2,0.7,945,0,Married,Neutral,6557,0.23,1
749,52,9711,795,2,6,1,0.66,600,1,Divorced,Neutral,7375,0.13,1
750,40,9782,824,6,27,2,0.64,2700,0,Married,Neutral,4931,0.52,1
751,46,2050,581,6,8,1,0.54,4820,0,Married,Negative,2025,0.96,0
752,60,4633,686,5,30,2,0.58,1417,1,Divorced,Positive,7543,0.2,1
753,28,7342,561,5,27,4,0.4,1524,1,Divorced,Negative,1778,0.95,0
754,35,1959,565,1,5,4,0.57,3766,1,Divorced,Negative,9205,0.76,0
755,64,7059,678,9,28,2,0.28,250,1,Married,Positive,6625,0.67,1
756,29,9884,612,5,25,1,0.82,1544,1,Single,Positive,8374,0.68,1
757,26,6655,658,3,16,3,0.27,78,1,Married,Negative,7400,0.84,1
758,27,5473,570,11,15,4,0.18,3123,1,Married,Positive,3000,0.2,0
759,75,3946,707,2,22,4,0.49,897,0,Single,Neutral,3964,0.55,1
760,61,8725,818,12,30,3,0.69,4876,0,Divorced,Neutral,2759,0.73,1
761,34,1526,711,10,2,2,0.49,225,1,Married,Negative,7996,0.63,1
762,55,4224,809,12,20,1,0.35,1209,0,Single,Negative,3159,0.85,1
763,24,2875,651,1,25,2,0.6,4898,0,Divorced,Positive,755,0.17,1
764,63,2763,772,0,3,5,0.41,4837,1,Divorced,Positive,2002,0.72,1
765,30,9712,608,10,9,4,0.94,2178,0,Married,Negative,5156,0.58,1
766,57,6797,796,10,4,5,0.93,2679,1,Divorced,Negative,5930,0.44,1
767,59,8099,677,4,20,4,0.55,2885,0,Divorced,Neutral,9098,0.41,1
768,26,6109,832,1,21,4,0.4,2806,1,Single,Neutral,3676,0.66,1
769,67,7644,574,1,29,5,0.76,703,0,Single,Positive,2360,0.9,0
770,44,1116,680,6,9,5,0.13,2544,0,Divorced,Neutral,6658,0.55,1
771,75,3433,745,7,11,2,0.53,2370,0,Single,Positive,6306,0.84,1
772,19,6463,830,12,9,5,0.4,3281,1,Divorced,Positive,4854,0.46,1
773,22,1583,703,9,28,2,0.93,4710,0,Married,Positive,1222,0.19,1
774,46,9586,682,7,12,2,0.11,328,0,Single,Neutral,8079,0.16,1
775,54,4788,776,3,10,2,0.6,4228,1,Divorced,Negative,9974,0.15,1
776,55,5167,738,0,21,4,0.77,4930,1,Divorced,Negative,1113,0.44,1
777,36,9465,814,10,15,4,0.54,120,0,Single,Neutral,3831,0.4,1
778,25,2389,683,6,7,5,0.18,964,0,Single,Negative,6290,0.75,1
779,65,9357,760,0,7,4,0.98,4224,0,Married,Positive,3616,0.77,1
780,62,7154,609,10,26,5,0.57,3675,0,Divorced,Negative,9504,0.15,1
781,18,6420,762,3,24,4,0.65,2076,1,Married,Neutral,830,0.3,1
782,39,9920,765,7,7,1,0.31,332,0,Married,Negative,2712,0.35,1
783,69,3043,775,1,12,1,0.54,3368,0,Married,Positive,9908,0.59,1
784,34,5197,680,5,26,5,0.49,1316,1,Single,Positive,5993,0.23,1
785,24,4496,625,12,1,4,0.17,1196,0,Married,Neutral,7732,0.22,1
786,42,1778,835,5,29,4,0.2,3170,0,Single,Neutral,6114,0.95,1
787,62,1213,826,11,29,2,0.85,1429,0,Single,Neutral,6413,0.82,1
788,21,4762,705,8,11,3,0.32,355,1,Married,Positive,6413,0.26,1
789,53,7731,797,4,9,5,0.28,4234,1,Married,Negative,6111,0.47,1
790,23,4117,767,9,11,3,0.55,1526,0,Divorced,Negative,9932,0.42,1
791,48,6791,739,3,10,3,0.79,3897,0,Married,Neutral,819,0.81,1
792,36,9783,712,4,14,5,0.16,28,1,Divorced,Negative,8585,0.56,1
793,61,3720,729,11,15,4,0.62,1013,0,Married,Negative,4700,0.22,1
794,71,9905,583,11,16,5,0.21,2702,0,Married,Neutral,5291,0.77,1
795,56,7047,590,9,25,3,0.13,827,1,Married,Neutral,829,0.46,1
796,44,9032,624,10,1,4,0.15,4446,1,Married,Positive,9351,0.34,1
797,27,1001,828,4,17,1,0.85,2024,1,Divorced,Positive,7242,0.44,1
798,43,7368,725,7,11,5,0.21,298,0,Divorced,Positive,5416,0.55,1
799,36,2949,699,9,18,5,0.14,1865,0,Married,Positive,2293,0.41,1
800,56,7732,822,11,25,4,0.49,4016,0,Married,Negative,6957,0.32,1
801,20,8833,657,7,22,1,0.86,2111,0,Divorced,Negative,8625,0.46,1
802,62,1917,688,1,17,1,0.34,754,1,Single,Positive,6203,0.12,1
803,30,4174,820,6,29,4,0.48,769,0,Single,Positive,6670,0.8,1
804,67,8014,838,7,16,2,0.14,3735,0,Single,Neutral,7144,0.25,1
805,45,1089,761,10,29,5,0.5,1238,1,Divorced,Negative,7920,0.14,1
806,75,2709,821,5,5,5,0.62,4929,1,Divorced,Negative,4655,0.69,1
807,37,4041,615,4,24,3,0.61,2213,0,Single,Positive,8911,0.8,1
808,45,1105,797,10,14,4,0.4,1906,1,Single,Negative,3111,0.83,1
809,25,9619,705,8,2,3,0.38,1564,1,Married,Neutral,6191,0.54,1
810,58,2895,596,12,5,3,0.2,1218,0,Divorced,Neutral,3093,0.28,1
811,56,7090,750,2,2,1,0.43,4601,0,Divorced,Negative,595,0.76,1
812,18,9508,697,11,29,5,0.19,1357,0,Single,Positive,9680,0.73,1
813,20,7082,673,12,28,3,0.79,3839,0,Single,Negative,9804,0.32,1
814,30,1634,550,12,0,1,0.97,1460,1,Divorced,Neutral,6541,0.91,0
815,45,2925,796,9,29,4,0.97,3985,1,Married,Positive,5563,0.19,1
816,74,3056,677,3,12,3,0.88,1416,0,Single,Negative,8937,0.98,1
817,66,7917,740,8,27,5,0.64,2853,0,Divorced,Positive,3849,0.87,1
818,42,4144,616,5,20,3,0.73,4856,1,Divorced,Positive,8144,0.72,1
819,73,1552,553,7,25,4,0.36,4928,0,Married,Neutral,7060,0.94,0
820,50,9907,843,6,13,3,0.67,1428,0,Married,Positive,5747,0.75,1
821,55,6383,692,10,12,5,0.51,4378,0,Single,Negative,5856,0.27,1
822,70,4911,740,1,26,1,0.53,4474,0,Single,Positive,4577,0.5,1
823,23,4389,570,2,3,5,0.78,4293,1,Single,Positive,5398,0.16,0
824,75,9442,776,0,6,1,0.35,3062,0,Divorced,Negative,1917,0.45,1
825,61,3430,666,8,21,2,0.39,3071,1,Single,Neutral,9346,0.77,1
826,62,1458,691,12,9,5,0.93,555,0,Divorced,Neutral,610,0.45,1
827,49,1207,588,6,6,5,0.15,355,0,Single,Negative,8781,0.4,0
828,62,1899,801,0,20,4,0.54,1563,1,Married,Negative,9454,0.64,1
829,64,1021,756,2,14,3,0.92,3500,0,Married,Neutral,7891,0.88,1
830,38,9601,759,3,14,1,0.65,1040,1,Divorced,Positive,5632,0.14,1
831,33,1894,664,3,3,1,0.59,2686,0,Married,Negative,3004,0.45,1
832,71,1514,774,4,22,4,0.32,4474,0,Divorced,Positive,8789,0.24,1
833,38,8294,683,2,22,4,0.41,4775,0,Divorced,Negative,5739,0.73,1
834,28,5904,800,2,5,3,0.87,2553,0,Married,Neutral,792,0.2,1
835,54,8867,768,0,23,3,0.6,1779,0,Divorced,Positive,2234,0.7,1
836,53,5109,640,6,19,5,0.56,4994,1,Married,Positive,5620,0.36,1
837,52,8179,595,10,25,2,0.19,75,1,Single,Negative,6893,0.28,1
838,36,2560,587,9,4,3,0.11,4326,0,Single,Positive,2696,0.94,0
839,37,2266,691,0,19,4,0.97,3319,0,Married,Negative,3966,0.12,1
840,74,4638,649,1,11,3,0.44,2349,1,Married,Neutral,2406,0.49,1
841,35,9941,739,12,0,1,0.64,2773,1,Married,Positive,2221,0.12,1
842,64,4427,584,3,27,2,0.17,2262,0,Married,Negative,2316,0.54,0
843,58,5780,696,12,7,5,0.71,3229,0,Single,Positive,8944,0.55,1
844,66,2927,579,3,0,1,0.94,2116,1,Divorced,Negative,4727,0.39,0
845,31,3356,633,4,4,1,0.62,392,0,Divorced,Negative,6275,0.22,1
846,32,5790,830,10,30,2,0.21,1108,1,Single,Negative,4349,0.44,1
847,48,1306,819,1,21,5,0.62,4362,0,Divorced,Neutral,5728,0.71,1
848,18,8979,703,3,5,4,0.79,610,1,Single,Positive,7349,0.8,1
849,70,4665,651,0,28,5,0.47,2775,1,Divorced,Neutral,1558,0.58,1
850,71,8057,764,1,20,3,0.89,3998,0,Married,Negative,2822,0.63,1
851,71,1661,699,0,2,1,0.68,672,1,Married,Negative,8878,0.28,1
852,20,5644,632,9,14,3,0.91,3677,0,Married,Neutral,1448,0.36,1
853,33,9503,659,9,4,4,0.66,30,0,Single,Neutral,8679,0.25,1
854,40,3920,824,12,27,3,0.22,1400,0,Single,Positive,4859,0.32,1
855,74,9946,750,3,23,5,0.38,4071,0,Divorced,Negative,6160,0.3,1
856,28,7236,833,3,13,3,0.28,616,1,Divorced,Neutral,7754,0.57,1
857,29,7078,722,6,17,4,0.92,4634,0,Divorced,Negative,8901,0.61,1
858,27,1352,755,9,15,4,0.78,2786,0,Single,Negative,2593,0.95,1
859,49,8005,612,10,5,4,0.71,870,0,Divorced,Positive,2063,0.28,1
860,33,1158,622,10,24,5,0.37,4196,0,Married,Positive,8717,0.68,1
861,25,1956,800,8,23,4,0.27,3604,1,Divorced,Positive,674,0.84,1
862,55,3071,673,8,13,1,0.78,1412,0,Married,Neutral,1834,0.6,1
863,29,9595,670,4,26,4,0.53,2739,1,Single,Negative,821,0.33,1
864,41,4453,824,9,23,3,0.3,940,1,Married,Neutral,6198,0.34,1
865,45,7675,669,0,7,3,0.65,340,1,Married,Neutral,6104,0.14,1
866,70,1955,713,0,30,3,0.14,2908,0,Married,Positive,7242,0.37,1
867,25,7295,835,5,28,5,0.39,4133,0,Single,Negative,7936,0.77,1
868,75,2712,814,1,6,3,0.52,659,0,Single,Negative,9024,0.14,1
869,45,5703,710,7,7,5,0.23,2033,0,Single,Positive,6174,0.3,1
870,53,7563,638,12,12,5,0.99,1560,1,Single,Negative,5502,0.74,1
871,43,6631,691,8,5,4,0.29,3457,1,Divorced,Positive,1410,0.8,1
872,25,2394,752,12,17,1,0.22,1656,0,Single,Neutral,1449,0.51,1
873,75,5732,776,3,1,4,0.28,2975,0,Married,Neutral,5925,0.73,1
874,67,4714,771,4,7,4,0.79,1049,0,Single,Positive,3014,0.45,1
875,45,1529,590,10,10,5,0.48,453,0,Divorced,Neutral,8201,0.24,1
876,45,3958,745,7,0,5,0.61,1704,0,Divorced,Neutral,600,0.46,1
877,54,8904,617,2,21,3,0.12,2784,0,Divorced,Positive,5146,0.62,1
878,58,4591,813,4,28,3,0.13,818,0,Married,Neutral,7445,0.95,1
879,53,7895,551,2,5,4,0.5,4868,1,Single,Negative,2900,0.16,0
880,44,1525,674,11,15,2,0.83,12,1,Single,Neutral,6301,0.56,1
881,71,7477,659,9,26,2,0.9,3979,1,Single,Positive,2843,0.4,1
882,34,1001,635,2,19,3,0.18,920,1,Married,Negative,852,0.56,1
883,26,1374,669,2,11,2,0.58,4920,0,Married,Negative,3455,0.12,1
884,50,5648,676,12,10,3,0.92,2418,0,Divorced,Neutral,1518,0.38,1
885,70,3365,804,11,28,5,0.45,1314,0,Divorced,Negative,1679,0.84,1
886,37,2525,732,6,30,4,0.85,3677,0,Single,Positive,5693,0.6,1
887,30,2646,565,6,26,1,0.22,2017,0,Married,Negative,4036,0.51,0
888,45,1013,611,6,28,4,0.94,1228,1,Married,Neutral,3002,0.36,1
889,65,5599,707,9,9,3,0.78,4792,0,Single,Neutral,4319,0.37,1
890,46,3278,817,7,2,3,0.95,2434,1,Single,Negative,7355,0.44,1
891,30,4155,584,4,12,4,0.71,2868,0,Divorced,Positive,1479,0.85,0
892,63,9321,816,4,26,3,0.43,2515,1,Divorced,Positive,1476,0.97,1
893,52,4814,613,3,2,2,0.94,1438,0,Divorced,Neutral,2780,0.49,0
894,23,4216,599,6,30,2,0.35,4164,1,Single,Neutral,6397,0.45,0
895,35,9219,804,9,14,3,0.4,3543,0,Single,Positive,607,0.86,1
896,68,3113,698,3,15,3,0.73,3175,0,Divorced,Negative,9664,0.48,1
897,22,5356,825,1,28,2,0.79,1781,0,Divorced,Negative,2126,0.6,1
898,64,6543,721,3,12,3,0.94,2263,0,Married,Negative,9395,0.31,1
899,42,5555,750,12,16,3,0.28,1969,1,Married,Negative,6729,0.77,1
900,19,8062,584,12,2,4,0.82,211,0,Divorced,Positive,7377,0.58,1
901,27,4374,765,7,19,1,0.76,507,1,Divorced,Neutral,1374,0.83,1
902,73,7430,614,8,10,2,0.16,331,0,Married,Neutral,6043,0.8,1
903,47,4466,557,2,26,4,0.45,550,1,Divorced,Negative,4309,0.29,0
904,67,4081,625,6,20,1,0.35,941,0,Married,Positive,2607,0.74,1
905,62,1629,723,11,18,3,0.37,727,0,Married,Positive,9965,0.82,1
906,22,1269,596,8,21,3,0.98,4975,1,Married,Negative,1059,0.41,1
907,72,6724,564,10,10,4,0.68,2862,0,Single,Negative,8808,0.26,0
908,73,6897,696,3,29,3,0.75,3243,0,Single,Negative,5469,0.1,1
909,50,4432,575,9,30,5,0.98,648,1,Divorced,Neutral,3546,0.51,0
910,71,7276,642,2,27,4,0.44,2737,0,Married,Negative,543,0.42,1
911,18,6895,781,4,15,1,0.82,2747,1,Single,Neutral,1008,0.6,1
912,35,8115,570,0,20,4,0.49,1009,0,Divorced,Positive,6607,0.27,0
913,49,7656,587,2,2,2,0.88,1550,1,Divorced,Positive,3939,0.87,0
914,64,1575,825,7,21,4,0.26,803,1,Divorced,Neutral,4428,0.33,1
915,66,8029,706,10,5,3,0.95,4080,1,Divorced,Neutral,5911,0.3,1
916,28,7099,728,7,30,3,0.3,4309,1,Divorced,Neutral,1416,0.53,1
917,38,4192,681,12,13,5,0.39,4264,0,Married,Neutral,1298,0.55,1
918,43,4178,577,3,23,5,0.78,3401,0,Divorced,Negative,5471,0.29,0
919,42,7052,809,1,17,5,0.45,4241,1,Married,Positive,2260,0.34,1
920,39,3734,625,12,16,1,0.65,4611,0,Single,Negative,3775,0.25,1
921,44,7116,616,7,3,5,0.5,3161,0,Divorced,Neutral,1318,0.75,1
922,66,4568,743,7,22,1,0.77,4548,0,Single,Negative,5540,0.79,1
923,30,3203,711,9,14,5,0.31,4155,1,Married,Negative,3565,0.52,1
924,50,2390,806,3,10,1,0.15,527,0,Married,Positive,3759,0.74,1
925,51,2742,621,2,25,4,0.37,3298,0,Single,Negative,1406,0.76,1
926,58,2925,636,1,2,4,0.53,1023,1,Divorced,Positive,1102,0.22,1
927,52,1619,811,8,2,3,0.25,3734,0,Divorced,Neutral,4795,0.97,1
928,18,2274,763,0,15,1,0.42,432,1,Single,Negative,4027,0.84,1
929,38,1956,702,6,4,2,0.46,1176,1,Single,Neutral,5043,0.28,1
930,65,2939,759,4,20,3,0.15,400,1,Single,Positive,2311,0.27,1
931,72,4953,610,7,28,4,0.62,2104,0,Divorced,Neutral,9532,0.21,1
932,23,1968,817,3,9,1,0.9,3050,0,Divorced,Neutral,8463,0.22,1
933,45,1281,811,6,18,5,0.24,2233,1,Divorced,Positive,5749,0.77,1
934,34,7262,767,12,24,2,0.64,2445,1,Single,Neutral,5115,0.52,1
935,22,2058,832,4,3,4,0.7,4700,1,Divorced,Neutral,9728,0.8,1
936,48,5293,685,4,28,3,0.48,2835,1,Married,Neutral,9416,0.77,1
937,22,6178,642,8,28,1,0.73,2513,1,Single,Negative,7266,0.64,1
938,55,7980,658,8,30,2,0.47,1773,1,Divorced,Neutral,9679,0.72,1
939,20,2229,790,12,18,1,0.55,1096,0,Single,Positive,1302,0.12,1
940,70,5585,691,8,10,5,0.11,928,1,Married,Negative,3082,0.38,1
941,40,9467,840,11,1,3,0.72,1951,1,Married,Negative,6945,0.67,1
942,54,3740,786,5,9,1,0.7,1973,1,Single,Positive,4337,0.11,1
943,70,3289,726,5,28,4,0.13,1554,0,Single,Neutral,9218,0.13,1
944,54,2239,690,4,10,3,0.43,2778,0,Married,Negative,2165,0.87,1
945,27,6370,738,8,24,4,0.98,4421,0,Single,Negative,9830,0.72,1
946,27,1125,598,9,19,1,0.48,994,0,Married,Negative,9151,0.34,1
947,36,8473,739,7,15,3,0.55,612,1,Married,Neutral,7475,0.72,1
948,34,6342,685,6,18,4,0.92,2593,0,Divorced,Negative,3052,0.81,1
949,38,8351,592,6,22,5,0.75,595,1,Single,Positive,7975,0.38,0
950,31,7638,639,5,23,5,0.62,841,1,Single,Neutral,3308,0.13,1
951,26,7570,844,4,10,1,0.82,4439,1,Divorced,Positive,6133,0.94,1
952,63,4249,794,12,13,3,0.88,858,1,Married,Positive,6596,0.41,1
953,18,8595,741,3,1,2,0.51,444,1,Single,Negative,9323,0.2,1
954,68,7294,655,2,22,3,0.53,1788,1,Divorced,Negative,2956,0.54,1
955,62,7527,782,2,27,5,0.45,4317,0,Divorced,Negative,9673,0.79,1
956,30,6757,814,5,4,4,0.97,3454,0,Single,Positive,5923,0.3,1
957,21,2969,586,3,30,2,0.73,3952,0,Divorced,Neutral,4817,0.34,0
958,18,1891,590,11,26,1,0.17,4687,0,Married,Negative,2056,0.32,1
959,66,5470,566,11,4,2,0.88,1030,0,Divorced,Negative,2705,0.99,0
960,57,8175,826,5,18,1,0.53,1295,1,Married,Positive,4455,0.28,1
961,49,9320,608,2,20,2,0.16,2063,0,Married,Neutral,9613,0.62,0
962,51,7812,732,3,11,1,0.59,1447,0,Single,Positive,7305,0.93,1
963,45,8519,590,8,17,1,0.48,2045,0,Divorced,Negative,904,0.23,0
964,48,5612,588,4,3,2,0.89,4619,1,Married,Positive,2120,0.97,0
965,25,2198,741,12,21,2,0.28,2850,1,Married,Negative,3452,0.95,1
966,56,6238,816,6,16,1,0.84,3824,1,Divorced,Neutral,8580,0.9,1
967,43,7089,696,9,9,5,0.6,2068,0,Married,Positive,3618,0.29,1
968,75,7257,676,1,19,2,0.15,3761,0,Divorced,Negative,7880,0.67,1
969,51,8705,595,4,5,3,0.97,2275,0,Single,Negative,7130,0.78,0
970,71,4719,594,8,24,4,0.56,1808,0,Married,Negative,1065,0.99,1
971,71,1302,550,10,13,1,0.36,1311,0,Married,Negative,5299,0.26,0
972,20,1986,717,2,10,1,0.52,4055,1,Divorced,Positive,8170,0.79,1
973,67,5440,657,8,10,4,0.87,2451,0,Divorced,Negative,3368,0.4,1
974,29,5909,568,10,28,5,0.37,1089,1,Divorced,Positive,9549,0.26,0
975,18,4072,621,5,17,4,0.27,1672,0,Divorced,Negative,9976,0.48,1
976,71,4124,658,3,26,2,0.22,3675,1,Married,Positive,9276,0.81,1
977,61,9125,817,6,22,4,0.37,4532,1,Single,Positive,4827,0.52,1
978,22,4291,789,7,21,1,0.8,4924,1,Single,Negative,6913,0.58,1
979,47,5033,639,5,17,4,0.52,4354,1,Single,Negative,8114,1.0,1
980,47,6105,652,4,23,3,0.3,2003,0,Single,Negative,1745,0.46,1
981,74,1703,799,5,22,2,0.25,4198,0,Divorced,Negative,8743,0.65,1
982,34,9133,557,4,10,4,0.4,4864,0,Married,Neutral,1037,0.43,0
983,65,1574,702,7,20,1,0.95,1124,1,Married,Negative,1040,0.45,1
984,64,6704,723,0,11,2,0.41,1221,0,Married,Negative,1314,0.73,1
985,40,8848,707,10,4,1,0.99,2860,0,Divorced,Negative,1915,0.94,1
986,32,6208,764,6,22,5,0.54,2273,0,Married,Positive,2152,0.59,1
987,54,7924,726,9,8,3,0.26,2990,0,Divorced,Negative,4562,0.79,1
988,38,4828,724,9,26,5,0.9,2510,1,Married,Positive,2856,0.18,1
989,31,4230,695,10,30,3,0.51,236,1,Single,Positive,4310,0.29,1
990,19,1488,710,1,24,4,0.74,1144,0,Divorced,Positive,9555,0.55,1
991,28,8114,676,8,8,2,0.99,3253,0,Married,Positive,685,0.12,1
992,68,4173,631,0,21,4,0.15,3782,0,Single,Neutral,2051,0.33,1
993,56,2667,696,10,9,3,0.19,766,1,Single,Negative,7513,0.57,1
994,55,5114,788,9,21,3,0.75,2681,1,Single,Positive,1261,0.11,1
995,51,4553,633,5,18,3,0.35,2665,1,Divorced,Negative,9971,0.34,1
996,55,8761,662,8,0,1,0.27,1759,0,Divorced,Positive,6663,0.56,1
997,67,2000,774,0,6,2,0.14,3491,1,Married,Neutral,8135,0.62,1
998,51,2388,792,3,3,4,0.12,2815,1,Single,Positive,3781,0.93,1
999,35,6450,692,3,0,4,0.8,3513,1,Married,Negative,2036,0.68,1
1000,47,4712,590,8,14,5,0.22,495,1,Married,Negative,6701,0.47,1
